date,count,size,description
11/6/2016,52,0,
11/7/2016,110,0,
11/8/2016,121,0,
11/9/2016,87,0,
11/10/2016,77,0,
11/11/2016,51,0,
11/12/2016,50,0,
11/13/2016,94,0,
11/14/2016,229,0,
11/15/2016,147,0,
11/16/2016,166,0,
11/17/2016,233,0,
11/18/2016,132,0,
11/19/2016,65,0,
11/20/2016,91,0,
11/21/2016,338,0,
11/22/2016,293,0,
11/23/2016,596,0,
11/24/2016,715,715,"White Ribbon Day Tweets.   

 

Vic Government released 10 year plan in response to Royal Commission into Family Violence. 

 

Labor MP Emma Husar speech to Parliament 'I am a survivor of family violence' on White Ribbon Day. "
11/25/2016,667,0,
11/26/2016,187,0,
11/27/2016,187,0,
11/28/2016,398,0,
11/29/2016,245,0,
11/30/2016,142,0,
12/1/2016,114,0,
12/2/2016,147,0,
12/3/2016,66,0,
12/4/2016,99,0,
12/5/2016,108,0,
12/6/2016,168,0,
12/7/2016,169,0,
12/8/2016,258,258,"Queensland government developing workplace domestic violence package – national calls made for workplace domestic violenc leave.  

 

 

 

COAG meeting in Canberra discusses domestic violence. "
12/9/2016,174,0,
12/10/2016,58,0,
12/11/2016,257,257,"1800 RESPECT received spike in complaints after the implementation of a triage service instead of having every call answered by an experienced trauma counsellor.  

 

News article 'Dodging domestic violence leave shows this government’s opinion of women' gains traction.  "
12/12/2016,206,0,
12/13/2016,141,0,
12/14/2016,151,0,
12/15/2016,165,0,
12/16/2016,93,0,
12/17/2016,44,0,
12/18/2016,45,0,
12/19/2016,89,0,
12/20/2016,107,0,
12/21/2016,155,0,
12/22/2016,101,0,
12/23/2016,50,0,
12/24/2016,17,0,
12/25/2016,12,0,
12/26/2016,35,0,
12/27/2016,46,0,
12/28/2016,34,0,
12/29/2016,40,0,
12/30/2016,51,0,
1/1/2017,46,0,
1/2/2017,46,0,
1/3/2017,40,0,
1/4/2017,70,0,
1/5/2017,50,0,
1/6/2017,54,0,
1/7/2017,59,0,
1/8/2017,51,0,
1/9/2017,54,0,
1/10/2017,75,0,
1/11/2017,76,0,
1/12/2017,78,0,
1/13/2017,67,0,
1/14/2017,46,0,
1/15/2017,72,0,
1/16/2017,68,0,
1/17/2017,63,0,
1/18/2017,52,0,
1/19/2017,78,0,
1/20/2017,362,362,"Bourke street driving incident offender linked to family violence being discussed online"
1/21/2017,96,0,
1/22/2017,69,0,
1/23/2017,117,0,
1/24/2017,112,0,
1/25/2017,194,0,
1/26/2017,82,0,
1/27/2017,107,0,
1/28/2017,106,0,
1/29/2017,73,0,
1/30/2017,73,0,
1/31/2017,215,0,
2/1/2017,286,286,"Fundraiser asking men to stop shaving to raise money for domestic abuse victims. 



Pimpama deaths: A slain Gold Coast woman killed by her estranged husband was known by police, QLD Attorney General orders review on DV cases. QLD government also considering tightening bail laws."
2/2/2017,185,0,
2/3/2017,71,0,
2/4/2017,57,0,
2/5/2017,96,0,
2/6/2017,85,0,
2/7/2017,110,0,
2/8/2017,128,0,
2/9/2017,124,0,
2/10/2017,73,0,
2/11/2017,98,0,
2/12/2017,114,0,
2/13/2017,128,0,
2/14/2017,139,0,
2/15/2017,118,0,
2/16/2017,94,0,
2/17/2017,66,0,
2/18/2017,69,0,
2/19/2017,72,0,
2/20/2017,149,0,
2/21/2017,80,0,
2/22/2017,70,0,
2/23/2017,122,0,
2/24/2017,135,0,
2/25/2017,56,0,
2/26/2017,59,0,
2/27/2017,218,0,
2/28/2017,220,0,
3/1/2017,140,0,
3/2/2017,117,0,
3/3/2017,87,0,
3/4/2017,72,0,
3/5/2017,108,0,
3/6/2017,129,0,
3/7/2017,140,0,
3/8/2017,152,0,
3/9/2017,130,0,
3/10/2017,91,0,
3/11/2017,56,0,
3/12/2017,54,0,
3/13/2017,64,0,
3/14/2017,104,0,
3/15/2017,73,0,
3/16/2017,80,0,
3/17/2017,60,0,
3/18/2017,24,0,
3/19/2017,88,0,
3/20/2017,100,0,
3/21/2017,98,0,
3/22/2017,163,0,
3/23/2017,171,171,"QLD: Alleged DV offenders will now have to prove why they should get bail.  

 

DV service to face funding cuts, leading to loss of services to victims. "
3/24/2017,158,0,
3/25/2017,89,0,
3/26/2017,85,0,
3/27/2017,143,0,
3/28/2017,143,0,
3/29/2017,157,0,
3/30/2017,107,0,
3/31/2017,91,0,
4/1/2017,79,0,
4/2/2017,41,0,
4/3/2017,95,0,
4/4/2017,102,0,
4/5/2017,96,0,
4/6/2017,148,0,
4/7/2017,85,0,
4/8/2017,46,0,
4/9/2017,43,0,
4/10/2017,95,0,
4/11/2017,109,0,
4/12/2017,106,0,
4/13/2017,257,257,"Video shared by some Muslim women giving permission for domestic violence to occur has stirred up the conversation.  

 

Three daughters accept a degree on behalf of their mother who was killed by their father.  "
4/14/2017,75,0,
4/15/2017,48,0,
4/16/2017,30,0,
4/17/2017,77,0,
4/18/2017,115,0,
4/19/2017,164,0,
4/20/2017,175,0,
4/21/2017,114,0,
4/22/2017,45,0,
4/23/2017,57,0,
4/24/2017,132,0,
4/25/2017,53,0,
4/26/2017,97,0,
4/27/2017,129,0,
4/28/2017,120,0,
4/29/2017,81,0,
4/30/2017,73,0,
5/1/2017,106,0,
5/2/2017,342,0,
5/3/2017,236,236,"Vic government release the Primary Prevention Strategy. Vic government budget also includes $1.9 billion investment into family violence prevention.  

 

Candle light vigil held to remember domestic violence victims."
5/4/2017,170,0,
5/5/2017,105,0,
5/6/2017,58,0,
5/7/2017,126,0,
5/8/2017,90,0,
5/9/2017,92,0,
5/10/2017,115,0,
5/11/2017,123,0,
5/12/2017,102,0,
5/13/2017,42,0,
5/14/2017,47,0,
5/15/2017,104,0,
5/16/2017,87,0,
5/17/2017,87,0,
5/18/2017,85,0,
5/19/2017,70,0,
5/20/2017,44,0,
5/21/2017,68,0,
5/22/2017,82,0,
5/23/2017,90,0,
5/24/2017,86,0,
5/25/2017,95,0,
5/26/2017,84,0,
5/27/2017,57,0,
5/28/2017,116,0,
5/29/2017,114,0,
5/30/2017,93,0,
5/31/2017,91,0,
6/1/2017,61,0,
6/2/2017,52,0,
6/3/2017,31,0,
6/4/2017,75,0,
6/5/2017,125,0,
6/6/2017,121,0,
6/7/2017,107,0,
6/8/2017,153,0,
6/9/2017,106,0,
6/10/2017,64,0,
6/11/2017,69,0,
6/12/2017,70,0,
6/13/2017,102,0,
6/14/2017,120,0,
6/15/2017,118,0,
6/16/2017,96,0,
6/17/2017,80,0,
6/18/2017,100,0,
6/19/2017,202,202,"Clementine Ford published an article on male victims of domestic violence. "
6/20/2017,190,0,
6/21/2017,112,0,
6/22/2017,75,0,
6/23/2017,70,0,
6/24/2017,56,0,
6/25/2017,150,0,
6/26/2017,107,0,
6/27/2017,136,0,
6/28/2017,106,0,
6/29/2017,78,0,
6/30/2017,82,0,
7/1/2017,39,0,
7/2/2017,37,0,
7/3/2017,157,0,
7/4/2017,131,0,
7/5/2017,140,0,
7/6/2017,135,0,
7/7/2017,91,0,
7/8/2017,51,0,
7/9/2017,67,0,
7/10/2017,101,0,
7/11/2017,179,0,
7/12/2017,166,0,
7/13/2017,118,0,
7/14/2017,68,0,
7/15/2017,63,0,
7/16/2017,67,0,
7/17/2017,277,0,
7/18/2017,318,318,"ABC did a news investigation into domestic violence and religion and published a piece about a woman whose husband was a priest and subjected her to various forms of abuse.  "
7/19/2017,183,0,
7/20/2017,183,0,
7/21/2017,216,0,
7/22/2017,104,0,
7/23/2017,68,0,
7/24/2017,175,0,
7/25/2017,127,0,
7/26/2017,192,0,
7/27/2017,141,0,
7/28/2017,155,0,
7/29/2017,139,0,
7/30/2017,88,0,
7/31/2017,115,0,
8/1/2017,114,0,
8/2/2017,78,0,
8/3/2017,104,0,
8/4/2017,73,0,
8/5/2017,48,0,
8/6/2017,47,0,
8/7/2017,81,0,
8/8/2017,60,0,
8/9/2017,111,0,
8/10/2017,88,0,
8/11/2017,87,0,
8/12/2017,44,0,
8/13/2017,51,0,
8/14/2017,83,0,
8/15/2017,78,0,
8/16/2017,103,0,
8/17/2017,125,0,
8/18/2017,97,0,
8/19/2017,42,0,
8/20/2017,90,0,
8/21/2017,133,0,
8/22/2017,86,0,
8/23/2017,179,179,"Fiona Richardson, Minister for Women and Minister for Prevention of Family Violence in the Andrews Ministry, passed away."
8/24/2017,140,0,
8/25/2017,78,0,
8/26/2017,32,0,
8/27/2017,138,0,
8/28/2017,103,0,
8/29/2017,91,0,
8/30/2017,84,0,
8/31/2017,81,0,
9/1/2017,76,0,
9/2/2017,56,0,
9/3/2017,42,0,
9/4/2017,112,0,
9/5/2017,119,0,
9/6/2017,57,0,
9/7/2017,108,0,
9/8/2017,82,0,
9/9/2017,41,0,
9/10/2017,42,0,
9/11/2017,88,0,
9/12/2017,51,0,
9/13/2017,123,123,"New Minister for Family Violence announced. "
9/14/2017,93,0,
9/15/2017,46,0,
9/16/2017,40,0,
9/17/2017,31,0,
9/18/2017,111,0,
9/19/2017,111,0,
9/20/2017,74,0,
9/21/2017,81,0,
9/22/2017,80,0,
9/23/2017,49,0,
9/24/2017,36,0,
9/25/2017,70,0,
9/26/2017,56,0,
9/27/2017,94,0,
9/28/2017,64,0,
9/29/2017,68,0,
9/30/2017,93,0,
10/1/2017,96,0,
10/2/2017,77,0,
10/3/2017,112,0,
10/4/2017,163,163,"Union in Sydney rallying for paid domestic violence leave.  

 

Article by Bernard Keane calls for government to focus on domestic violence as much as they focus on terrorism.  "
10/5/2017,93,0,
10/6/2017,101,0,
10/7/2017,119,0,
10/8/2017,97,0,
10/9/2017,113,0,
10/10/2017,111,0,
10/11/2017,91,0,
10/12/2017,89,0,
10/13/2017,83,0,
10/14/2017,57,0,
10/15/2017,83,0,
10/16/2017,94,0,
10/17/2017,81,0,
10/18/2017,108,0,
10/19/2017,122,0,
10/20/2017,92,0,
10/21/2017,41,0,
10/22/2017,59,0,
10/23/2017,110,0,
10/24/2017,150,0,
10/25/2017,95,0,
10/26/2017,74,0,
10/27/2017,61,0,
10/28/2017,40,0,
10/29/2017,36,0,
10/30/2017,67,0,
10/31/2017,66,0,
11/1/2017,103,0,
11/2/2017,58,0,
11/3/2017,84,0,
11/4/2017,72,0,
11/5/2017,74,0,
11/6/2017,186,0,
11/7/2017,163,0,
11/8/2017,109,0,
11/9/2017,100,0,
11/10/2017,324,0,
11/11/2017,113,0,
11/12/2017,109,0,
11/13/2017,127,0,
11/14/2017,103,0,
11/15/2017,83,0,
11/16/2017,102,0,
11/17/2017,91,0,
11/18/2017,65,0,
11/19/2017,63,0,
11/20/2017,92,0,
11/21/2017,160,0,
11/22/2017,270,0,
11/23/2017,351,0,
11/24/2017,416,416,"Walk Against Family day held. 

 

White Ribbon day march.  "
11/25/2017,262,0,
11/26/2017,142,0,
11/27/2017,247,0,
11/28/2017,278,0,
11/29/2017,177,0,
11/30/2017,112,0,
12/1/2017,138,0,
12/2/2017,69,0,
12/3/2017,89,0,
12/4/2017,238,0,
12/5/2017,293,293,"NSW extends paid domestic violence leave.  "
12/6/2017,142,0,
12/7/2017,168,0,
12/8/2017,121,0,
12/9/2017,62,0,
12/10/2017,58,0,
12/11/2017,79,0,
12/12/2017,63,0,
12/13/2017,86,0,
12/14/2017,127,0,
12/15/2017,86,0,
12/16/2017,55,0,
12/17/2017,99,0,
12/18/2017,138,0,
12/19/2017,118,0,
12/20/2017,83,0,
12/21/2017,93,0,
12/22/2017,56,0,
12/23/2017,35,0,
12/24/2017,39,0,
12/25/2017,19,0,
12/26/2017,20,0,
12/27/2017,58,0,
12/28/2017,52,0,
12/29/2017,52,0,
12/30/2017,43,0,
1/1/2018,50,0,
1/2/2018,72,0,
1/3/2018,78,0,
1/4/2018,50,0,
1/5/2018,121,121,"Calls for tenancy law reform made.

A year since the Royal Commission, how much has changed news article published.

Emma Alberici on Twitter received a lot of replies and retweets over her tweet on Vic’s high rates of FV.
"
1/6/2018,74,0,
1/7/2018,53,0,
1/8/2018,55,0,
1/9/2018,55,0,
1/10/2018,78,0,
1/11/2018,120,120,"Family violence on the rise in Kimberly towns with cashless welfare.

Police scanners in Tasmania could increase risk of family violence victims being killed or assaulted as scanners allow the public to listen in on police radio communications. "
1/12/2018,109,0,
1/13/2018,52,0,
1/14/2018,44,0,
1/15/2018,70,0,
1/16/2018,78,0,
1/17/2018,63,0,
1/18/2018,75,0,
1/19/2018,78,0,
1/20/2018,41,0,
1/21/2018,59,0,
1/22/2018,48,0,
1/23/2018,54,0,
1/24/2018,63,0,
1/25/2018,71,0,
1/26/2018,58,0,
1/27/2018,48,0,
1/28/2018,58,0,
1/29/2018,68,0,
1/30/2018,81,0,
1/31/2018,70,0,
2/1/2018,113,0,
2/2/2018,49,0,
2/3/2018,42,0,
2/4/2018,80,0,
2/5/2018,101,0,
2/6/2018,130,0,
2/7/2018,71,0,
2/8/2018,107,0,
2/9/2018,83,0,
2/10/2018,45,0,
2/11/2018,51,0,
2/12/2018,97,0,
2/13/2018,107,0,
2/14/2018,100,0,
2/15/2018,118,0,
2/16/2018,82,0,
2/17/2018,69,0,
2/18/2018,80,0,
2/19/2018,102,0,
2/20/2018,83,0,
2/21/2018,98,0,
2/22/2018,92,0,
2/23/2018,75,0,
2/24/2018,59,0,
2/25/2018,50,0,
2/26/2018,89,0,
2/27/2018,130,0,
2/28/2018,191,191,"Major report released by AIHW on family violence highlighting that a woman dies each week due to Australia’s family violence crisis. 

New research reporting links between AFL pokies and family violence."
3/1/2018,122,0,
3/2/2018,104,0,
3/3/2018,60,0,
3/4/2018,62,0,
3/5/2018,98,0,
3/6/2018,106,0,
3/7/2018,141,0,
3/8/2018,182,182,"International Women’s day – fighting for domestic violence leave."
3/9/2018,65,0,
3/10/2018,63,0,
3/11/2018,52,0,
3/12/2018,63,0,
3/13/2018,101,0,
3/14/2018,82,0,
3/15/2018,111,0,
3/16/2018,102,0,
3/17/2018,41,0,
3/18/2018,72,0,
3/19/2018,123,0,
3/20/2018,110,0,
3/21/2018,100,0,
3/22/2018,91,0,
3/23/2018,92,0,
3/24/2018,33,0,
3/25/2018,60,0,
3/26/2018,121,0,
3/27/2018,158,0,
3/28/2018,120,0,
3/29/2018,142,0,
3/30/2018,106,0,
3/31/2018,65,0,
4/1/2018,66,0,
4/2/2018,48,0,
4/3/2018,81,0,
4/4/2018,87,0,
4/5/2018,82,0,
4/6/2018,67,0,
4/7/2018,51,0,
4/8/2018,34,0,
4/9/2018,82,0,
4/10/2018,57,0,
4/11/2018,64,0,
4/12/2018,66,0,
4/13/2018,51,0,
4/14/2018,29,0,
4/15/2018,44,0,
4/16/2018,72,0,
4/17/2018,106,0,
4/18/2018,142,0,
4/19/2018,70,0,
4/20/2018,55,0,
4/21/2018,30,0,
4/22/2018,46,0,
4/23/2018,70,0,
4/24/2018,56,0,
4/25/2018,33,0,
4/26/2018,86,0,
4/27/2018,83,0,
4/28/2018,94,0,
4/29/2018,156,156,"#DoSomething campaign – urges bystanders to do something when they see DV occurring. "
4/30/2018,125,0,
5/1/2018,140,0,
5/2/2018,180,180,"National Domestic Violence Remembrance Day – vigils were being held for people who have died because of domestic violence."
5/3/2018,111,0,
5/4/2018,80,0,
5/5/2018,49,0,
5/6/2018,54,0,
5/7/2018,66,0,
5/8/2018,141,0,
5/9/2018,88,0,
5/10/2018,130,0,
5/11/2018,120,0,
5/12/2018,136,0,
5/13/2018,152,0,
5/14/2018,128,0,
5/15/2018,182,182,"Margaret River case sparks discussions. 

School locked down in Oatley with police searching for a man regarding a domestic violence incident. 

Most tweets were of a variety of issues in relation to family violence, such as men as victims, risk assessments, and safe spaces for LGBTQI+ victims needed. "
5/16/2018,169,0,
5/17/2018,114,0,
5/18/2018,99,0,
5/19/2018,89,0,
5/20/2018,114,0,
5/21/2018,102,0,
5/22/2018,81,0,
5/23/2018,107,0,
5/24/2018,83,0,
5/25/2018,75,0,
5/26/2018,63,0,
5/27/2018,70,0,
5/28/2018,75,0,
5/29/2018,106,0,
5/30/2018,98,0,
5/31/2018,123,0,
6/1/2018,92,0,
6/2/2018,56,0,
6/3/2018,78,0,
6/4/2018,125,0,
6/5/2018,100,0,
6/6/2018,101,0,
6/7/2018,124,0,
6/8/2018,136,0,
6/9/2018,68,0,
6/10/2018,52,0,
6/11/2018,87,0,
6/12/2018,79,0,
6/13/2018,103,0,
6/14/2018,87,0,
6/15/2018,175,0,
6/16/2018,55,0,
6/17/2018,79,0,
6/18/2018,199,199,"Men’s health week – men as victims of family violence raised. 

Elder abuse news article by Gillian Triggs – elder abuse as hidden from discussions on domestic violence – World Elder Abuse Awareness Day."
6/19/2018,172,0,
6/20/2018,101,0,
6/21/2018,118,0,
6/22/2018,191,191,"News reported a study highlighting link between State of Origin and domestic violence incidence rates."
6/23/2018,76,0,
6/24/2018,113,0,
6/25/2018,129,0,
6/26/2018,89,0,
6/27/2018,99,0,
6/28/2018,167,0,
6/29/2018,99,0,
6/30/2018,78,0,
7/1/2018,81,0,
7/2/2018,105,0,
7/3/2018,107,0,
7/4/2018,90,0,
7/5/2018,162,0,
7/6/2018,201,201,"Two teenagers killed by father in Sydney home shooting. 

Statistics released on the average number of domestic violence matters police in Australia would have addressed."
7/7/2018,151,0,
7/8/2018,160,0,
7/9/2018,185,0,
7/10/2018,164,0,
7/11/2018,198,198,"FIFA World Cup – DV services preparing for long night after the football game – with sports linked to rise in DV."
7/12/2018,142,0,
7/13/2018,107,0,
7/14/2018,47,0,
7/15/2018,78,0,
7/16/2018,105,0,
7/17/2018,97,0,
7/18/2018,98,0,
7/19/2018,127,0,
7/20/2018,142,0,
7/21/2018,75,0,
7/22/2018,110,0,
7/23/2018,122,0,
7/24/2018,116,0,
7/25/2018,119,0,
7/26/2018,189,189,"Aboriginal grieving family violence mother evicted from VIC government home, had her belongings thrown away, and given big bill. 

New Zealand brings in paid domestic violence leave.

Founder of the Red Heart Campaign, given death threats for mapping out domestic violence incidents across Australia "
7/27/2018,171,0,
7/28/2018,65,0,
7/29/2018,84,0,
7/30/2018,158,0,
7/31/2018,125,0,
8/1/2018,182,0,
8/2/2018,290,290,"Total of 4 women recently killed due to domestic violence makes headlines.
Domestic Violence scandal affects Queensland Police.

Fair Work Commission declares domestic violence leave to be covered by modern awards. "
8/3/2018,198,0,
8/4/2018,99,0,
8/5/2018,136,0,
8/6/2018,168,0,
8/7/2018,134,0,
8/8/2018,120,0,
8/9/2018,124,0,
8/10/2018,142,0,
8/11/2018,89,0,
8/12/2018,107,0,
8/13/2018,134,0,
8/14/2018,111,0,
8/15/2018,117,0,
8/16/2018,107,0,
8/17/2018,69,0,
8/18/2018,41,0,
8/19/2018,64,0,
8/20/2018,122,0,
8/21/2018,124,0,
8/22/2018,145,0,
8/23/2018,87,0,
8/24/2018,126,0,
8/25/2018,65,0,
8/26/2018,61,0,
8/27/2018,109,0,
8/28/2018,182,0,
8/29/2018,162,0,
8/30/2018,146,0,
8/31/2018,85,0,
9/1/2018,55,0,
9/2/2018,57,0,
9/3/2018,94,0,
9/4/2018,165,165,"Police removed a DV survivor from her home but allowed her attacker to stay controversy.

New laws on strangulation in NSW government introduced to address family violence."
9/5/2018,131,0,
9/6/2018,122,0,
9/7/2018,92,0,
9/8/2018,46,0,
9/9/2018,48,0,
9/10/2018,150,0,
9/11/2018,171,0,
9/12/2018,149,0,
9/13/2018,98,0,
9/14/2018,90,0,
9/15/2018,88,0,
9/16/2018,87,0,
9/17/2018,109,0,
9/18/2018,98,0,
9/19/2018,130,0,
9/20/2018,120,0,
9/21/2018,91,0,
9/22/2018,58,0,
9/23/2018,53,0,
9/24/2018,71,0,
9/25/2018,73,0,
9/26/2018,65,0,
9/27/2018,132,0,
9/28/2018,112,0,
9/29/2018,129,0,
9/30/2018,72,0,
10/1/2018,79,0,
10/2/2018,120,0,
10/3/2018,184,0,
10/4/2018,115,0,
10/5/2018,70,0,
10/6/2018,60,0,
10/7/2018,93,0,
10/8/2018,138,0,
10/9/2018,152,0,
10/10/2018,134,0,
10/11/2018,143,0,
10/12/2018,94,0,
10/13/2018,92,0,
10/14/2018,72,0,
10/15/2018,196,0,
10/16/2018,144,0,
10/17/2018,112,0,
10/18/2018,127,0,
10/19/2018,144,0,
10/20/2018,61,0,
10/21/2018,79,0,
10/22/2018,158,0,
10/23/2018,162,0,
10/24/2018,220,0,
10/25/2018,141,0,
10/26/2018,109,0,
10/27/2018,69,0,
10/28/2018,95,0,
10/29/2018,76,0,
10/30/2018,96,0,
10/31/2018,238,238,"Nine women were killed in October due to family violence – demonstrates that the 'message isn’t getting through.' – article on The Conversation by Silke Meyer.


'The Battered Wife' fish and chip store receives backlash."
11/1/2018,183,0,
11/2/2018,111,0,
11/3/2018,89,0,
11/4/2018,64,0,
11/5/2018,128,0,
11/6/2018,113,0,
11/7/2018,134,0,
11/8/2018,113,0,
11/9/2018,183,0,
11/10/2018,419,419,"Forbes published an article 'Role of Domestic Violence in Terrorism'

The Prime Minister has 'called out' violent, extremist Islam, saying it is the biggest religious threat to Australia. Scott Morrison says radical Islam threatens Australia's way of life. Anne Aly, Labor MP, first elected Muslim woman, criticised this and argued for prevention and early intervention. Public tweets call for more action in DV than terrorism. "
11/11/2018,315,0,
11/12/2018,320,0,
11/13/2018,269,0,
11/14/2018,214,0,
11/15/2018,270,0,
11/16/2018,131,0,
11/17/2018,82,0,
11/18/2018,98,0,
11/19/2018,196,0,
11/20/2018,254,0,
11/21/2018,293,0,
11/22/2018,326,0,
11/23/2018,431,431,"White Ribbon Day

Discussion over domestic violence versus terrorism still prevalent, with criticisms against Scott Morrison’s lack of action despite spike in family violence related deaths. "
11/24/2018,168,0,
11/25/2018,222,0,
11/26/2018,288,0,
11/27/2018,205,0,
11/28/2018,242,0,
11/29/2018,164,0,
11/30/2018,214,0,
12/1/2018,118,0,
12/2/2018,94,0,
12/3/2018,142,0,
12/4/2018,154,0,
12/5/2018,175,0,
12/6/2018,210,0,
12/7/2018,154,0,
12/8/2018,81,0,
12/9/2018,110,0,
12/10/2018,238,238,"17 NSW Police officers charged with DV.

Queensland police charge officer for hacking DV victim’s details after it was leaked. 
 
Opinion piece 'We can’t fix violence against women until we see this as an epidemic' by Jenna Price gains traction."
12/11/2018,218,0,
12/12/2018,194,0,
12/13/2018,209,0,
12/14/2018,189,0,
12/15/2018,81,0,
12/16/2018,75,0,
12/17/2018,95,0,
12/18/2018,157,0,
12/19/2018,233,233,"ABC news published a report: 'Why are our prisons full of domestic violence victims?'

Family violence incidences soar during holiday periods such as Christmas and New Year. "
12/20/2018,201,0,
12/21/2018,97,0,
12/22/2018,58,0,
12/23/2018,72,0,
12/24/2018,80,0,
12/25/2018,44,0,
12/26/2018,34,0,
12/27/2018,30,0,
12/28/2018,45,0,
12/29/2018,52,0,
12/30/2018,56,0,
